"ID"	"Sistema operativo, navegador y tecnología asistiva"	"Resumen"	"Elemento afectado"	"Páginas Afectadas"	"Resultado actual"	"Resultado esperado"	"Metodología de testing"	"Severidad"	"Criterio WCAG"	"Captura de pantalla"	"Recomendación (W3C)"	"Notas"
"landmark-unique-2"	"macOS + Electron (Cypress) + axe-core"	"Cada landmark debe ser única o tener un nombre único (aria-label/aria-labelledby)."	".header-display-desktop > .header-title-nav-wrapper > .header-nav > .header-nav-wrapper > .header-nav-list"	https://www.hiexperience.es/blog/qu-aporta-un-equipo-de-producto-externo	"<nav class=""""header-nav-list"""">"	"Nombrar de forma única las regiones repetidas (aria-label/aria-labelledby)."	"WCAG 2.1 / 2.2 AA (automatizado con axe-core)"	"Media"	"1.3.1 Información y relaciones"	http://localhost:8080/auditorias/23-10-2025-www.hiexperience.es/screenshots/accesibilidad-sitemap.cy.js/a11y-7-_blog_qu-aporta-un-equipo-de-producto-externo.png	https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html	""
"heading-order-1"	"macOS + Electron (Cypress) + axe-core"	"Mantén una jerarquía correcta de encabezados (h1, h2, h3...) sin saltos ilógicos."	"#block-e48b948736637bc98a69 > .sqs-block-content > .sqs-html-content[data-sqsp-text-block-content=""""""""] > h3"	https://www.hiexperience.es/blog/diseno-de-producto-digital-basado-en-datos	"<h3 style=""""white-space:pre-wrap;""""><strong>Investigación y comprensión del usuario</strong></h3>"	"Mantener una jerarquía de encabezados lógica (h1→h2→h3…) sin saltos incoherentes."	"WCAG 2.1 / 2.2 AA (automatizado con axe-core)"	"Media"	"2.4.6 Encabezados y etiquetas"	http://localhost:8080/auditorias/23-10-2025-www.hiexperience.es/screenshots/accesibilidad-sitemap.cy.js/a11y-8-_blog_diseno-de-producto-digital-basado-en-datos.png	https://www.w3.org/WAI/WCAG21/Understanding/headings-and-labels.html	""
"landmark-unique-2"	"macOS + Electron (Cypress) + axe-core"	"Cada landmark debe ser única o tener un nombre único (aria-label/aria-labelledby)."	".header-display-desktop > .header-title-nav-wrapper > .header-nav > .header-nav-wrapper > .header-nav-list"	https://www.hiexperience.es/blog/diseno-de-producto-digital-basado-en-datos	"<nav class=""""header-nav-list"""">"	"Nombrar de forma única las regiones repetidas (aria-label/aria-labelledby)."	"WCAG 2.1 / 2.2 AA (automatizado con axe-core)"	"Media"	"1.3.1 Información y relaciones"	http://localhost:8080/auditorias/23-10-2025-www.hiexperience.es/screenshots/accesibilidad-sitemap.cy.js/a11y-8-_blog_diseno-de-producto-digital-basado-en-datos.png	https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html	""
"heading-order-1"	"macOS + Electron (Cypress) + axe-core"	"Mantén una jerarquía correcta de encabezados (h1, h2, h3...) sin saltos ilógicos."	"h3:nth-child(3)"	https://www.hiexperience.es/blog/investigacin-ux-mtodos-esenciales-y-casos-prcticos-para-potenciar-tus-productos-digitales	"<h3 style=""""white-space:pre-wrap;""""><strong>1. Descubrimiento: Identificando lo que es relevante para los usuarios</strong></h3>"	"Mantener una jerarquía de encabezados lógica (h1→h2→h3…) sin saltos incoherentes."	"WCAG 2.1 / 2.2 AA (automatizado con axe-core)"	"Media"	"2.4.6 Encabezados y etiquetas"	http://localhost:8080/auditorias/23-10-2025-www.hiexperience.es/screenshots/accesibilidad-sitemap.cy.js/a11y-9-_blog_investigacin-ux-mtodos-esenciales-y-casos-prcticos-para-potenciar-tus-productos-digitales.png	https://www.w3.org/WAI/WCAG21/Understanding/headings-and-labels.html	""
"landmark-unique-2"	"macOS + Electron (Cypress) + axe-core"	"Cada landmark debe ser única o tener un nombre único (aria-label/aria-labelledby)."	".header-display-desktop > .header-title-nav-wrapper > .header-nav > .header-nav-wrapper > .header-nav-list"	https://www.hiexperience.es/blog/investigacin-ux-mtodos-esenciales-y-casos-prcticos-para-potenciar-tus-productos-digitales	"<nav class=""""header-nav-list"""">"	"Nombrar de forma única las regiones repetidas (aria-label/aria-labelledby)."	"WCAG 2.1 / 2.2 AA (automatizado con axe-core)"	"Media"	"1.3.1 Información y relaciones"	http://localhost:8080/auditorias/23-10-2025-www.hiexperience.es/screenshots/accesibilidad-sitemap.cy.js/a11y-9-_blog_investigacin-ux-mtodos-esenciales-y-casos-prcticos-para-potenciar-tus-productos-digitales.png	https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html	""
"heading-order-1"	"macOS + Electron (Cypress) + axe-core"	"Mantén una jerarquía correcta de encabezados (h1, h2, h3...) sin saltos ilógicos."	"h3:nth-child(4)"	https://www.hiexperience.es/blog/ux-amp-negocio-cmo-adoptar-una-visin-de-producto-digital-puede-impulsar-el-crecimiento-de-tu-empresa	"<h3 style=""""white-space:pre-wrap;""""><strong>¿Qué es un producto digital?</strong></h3>"	"Mantener una jerarquía de encabezados lógica (h1→h2→h3…) sin saltos incoherentes."	"WCAG 2.1 / 2.2 AA (automatizado con axe-core)"	"Media"	"2.4.6 Encabezados y etiquetas"	http://localhost:8080/auditorias/23-10-2025-www.hiexperience.es/screenshots/accesibilidad-sitemap.cy.js/a11y-10-_blog_ux-amp-negocio-cmo-adoptar-una-visin-de-producto-digital-puede-impulsar-el-crecimiento-de-tu-empresa.png	https://www.w3.org/WAI/WCAG21/Understanding/headings-and-labels.html	""
"landmark-unique-2"	"macOS + Electron (Cypress) + axe-core"	"Cada landmark debe ser única o tener un nombre único (aria-label/aria-labelledby)."	".header-display-desktop > .header-title-nav-wrapper > .header-nav > .header-nav-wrapper > .header-nav-list"	https://www.hiexperience.es/blog/ux-amp-negocio-cmo-adoptar-una-visin-de-producto-digital-puede-impulsar-el-crecimiento-de-tu-empresa	"<nav class=""""header-nav-list"""">"	"Nombrar de forma única las regiones repetidas (aria-label/aria-labelledby)."	"WCAG 2.1 / 2.2 AA (automatizado con axe-core)"	"Media"	"1.3.1 Información y relaciones"	http://localhost:8080/auditorias/23-10-2025-www.hiexperience.es/screenshots/accesibilidad-sitemap.cy.js/a11y-10-_blog_ux-amp-negocio-cmo-adoptar-una-visin-de-producto-digital-puede-impulsar-el-crecimiento-de-tu-empresa.png	https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html	""
"color-contrast-1"	"macOS + Electron (Cypress) + axe-core"	"El contraste entre el texto y el fondo es insuficiente. Aumenta el contraste para cumplir 1.4.3."	"#block-yui_3_17_2_1_1728487429739_56535 > .sqs-block-content > .sqs-html-content[data-sqsp-text-block-content=""""""""] > .sqsrte-small"	https://www.hiexperience.es/blog/el-reto-de-adoptar-una-cultura-de-datos-en-las-organizaciones	"<p class=""""sqsrte-small"""" style=""""white-space:pre-wrap;"""">Si te interesa este tema, todavía estás a tiempo de inscribirte de forma gratuita a nuestro próximo evento presencial, en el que descubriremos estrategias para el crecimiento de producto gracias a los datos, con grandes del sector:</p>"	"Aumentar el contraste de texto hasta ≥4.5:1 (o ≥3:1 si el texto es grande)."	"WCAG 2.1 / 2.2 AA (automatizado con axe-core)"	"Alta"	"WCAG 2.0 Nivel AA"	http://localhost:8080/auditorias/23-10-2025-www.hiexperience.es/screenshots/accesibilidad-sitemap.cy.js/a11y-11-_blog_el-reto-de-adoptar-una-cultura-de-datos-en-las-organizaciones.png	https://www.w3.org/TR/WCAG20/	""
"heading-order-2"	"macOS + Electron (Cypress) + axe-core"	"Mantén una jerarquía correcta de encabezados (h1, h2, h3...) sin saltos ilógicos."	"h3"	https://www.hiexperience.es/blog/el-reto-de-adoptar-una-cultura-de-datos-en-las-organizaciones	"<h3 style=""""white-space:pre-wrap;""""><strong>¿Cómo podemos conseguir que una organización adopte una cultura de datos?</strong></h3>"	"Mantener una jerarquía de encabezados lógica (h1→h2→h3…) sin saltos incoherentes."	"WCAG 2.1 / 2.2 AA (automatizado con axe-core)"	"Media"	"2.4.6 Encabezados y etiquetas"	http://localhost:8080/auditorias/23-10-2025-www.hiexperience.es/screenshots/accesibilidad-sitemap.cy.js/a11y-11-_blog_el-reto-de-adoptar-una-cultura-de-datos-en-las-organizaciones.png	https://www.w3.org/WAI/WCAG21/Understanding/headings-and-labels.html	""
"landmark-unique-3"	"macOS + Electron (Cypress) + axe-core"	"Cada landmark debe ser única o tener un nombre único (aria-label/aria-labelledby)."	".header-display-desktop > .header-title-nav-wrapper > .header-nav > .header-nav-wrapper > .header-nav-list"	https://www.hiexperience.es/blog/el-reto-de-adoptar-una-cultura-de-datos-en-las-organizaciones	"<nav class=""""header-nav-list"""">"	"Nombrar de forma única las regiones repetidas (aria-label/aria-labelledby)."	"WCAG 2.1 / 2.2 AA (automatizado con axe-core)"	"Media"	"1.3.1 Información y relaciones"	http://localhost:8080/auditorias/23-10-2025-www.hiexperience.es/screenshots/accesibilidad-sitemap.cy.js/a11y-11-_blog_el-reto-de-adoptar-una-cultura-de-datos-en-las-organizaciones.png	https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html	""
"link-name-4"	"macOS + Electron (Cypress) + axe-core"	"Los enlaces deben tener un nombre accesible que describa su propósito (texto o aria-label)."	"#yui_3_17_2_1_1761214466951_68"	https://www.hiexperience.es/blog/el-reto-de-adoptar-una-cultura-de-datos-en-las-organizaciones	"<a class="""" sqs-block-image-link """" href=""""https://www.eventbrite.es/e/entradas-hug-19-datos-para-el-exito-estrategias-para-el-crecimiento-de-producto-1036678773117"""" target=""""_blank"""" id=""""yui_3_17_2_1_1761214466951_68"""">"	"Dar a cada enlace un nombre accesible que deje claro su propósito."	"WCAG 2.1 / 2.2 AA (automatizado con axe-core)"	"Alta"	"WCAG 2.0 Nivel A"	http://localhost:8080/auditorias/23-10-2025-www.hiexperience.es/screenshots/accesibilidad-sitemap.cy.js/a11y-11-_blog_el-reto-de-adoptar-una-cultura-de-datos-en-las-organizaciones.png	https://www.w3.org/TR/WCAG20/	""
"heading-order-1"	"macOS + Electron (Cypress) + axe-core"	"Mantén una jerarquía correcta de encabezados (h1, h2, h3...) sin saltos ilógicos."	"#block-9e59dda84e8e30682363 > .sqs-block-content > .sqs-html-content[data-sqsp-text-block-content=""""""""] > h3"	https://www.hiexperience.es/blog/principios-heursticos-de-usabilidad	"<h3 style=""""white-space:pre-wrap;"""">1. Visibilidad del Estado del Sistema</h3>"	"Mantener una jerarquía de encabezados lógica (h1→h2→h3…) sin saltos incoherentes."	"WCAG 2.1 / 2.2 AA (automatizado con axe-core)"	"Media"	"2.4.6 Encabezados y etiquetas"	http://localhost:8080/auditorias/23-10-2025-www.hiexperience.es/screenshots/accesibilidad-sitemap.cy.js/a11y-12-_blog_principios-heursticos-de-usabilidad.png	https://www.w3.org/WAI/WCAG21/Understanding/headings-and-labels.html	""
"landmark-unique-2"	"macOS + Electron (Cypress) + axe-core"	"Cada landmark debe ser única o tener un nombre único (aria-label/aria-labelledby)."	".header-display-desktop > .header-title-nav-wrapper > .header-nav > .header-nav-wrapper > .header-nav-list"	https://www.hiexperience.es/blog/principios-heursticos-de-usabilidad	"<nav class=""""header-nav-list"""">"	"Nombrar de forma única las regiones repetidas (aria-label/aria-labelledby)."	"WCAG 2.1 / 2.2 AA (automatizado con axe-core)"	"Media"	"1.3.1 Información y relaciones"	http://localhost:8080/auditorias/23-10-2025-www.hiexperience.es/screenshots/accesibilidad-sitemap.cy.js/a11y-12-_blog_principios-heursticos-de-usabilidad.png	https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html	""
"heading-order-1"	"macOS + Electron (Cypress) + axe-core"	"Mantén una jerarquía correcta de encabezados (h1, h2, h3...) sin saltos ilógicos."	"h3:nth-child(2)"	https://www.hiexperience.es/blog/cmo-saber-si-necesito-mejorar-la-ux-de-mi-producto-digital	"<h3 style=""""white-space:pre-wrap;"""">1.&nbsp;<strong>Bajas tasas de conversión</strong></h3>"	"Mantener una jerarquía de encabezados lógica (h1→h2→h3…) sin saltos incoherentes."	"WCAG 2.1 / 2.2 AA (automatizado con axe-core)"	"Media"	"2.4.6 Encabezados y etiquetas"	http://localhost:8080/auditorias/23-10-2025-www.hiexperience.es/screenshots/accesibilidad-sitemap.cy.js/a11y-13-_blog_cmo-saber-si-necesito-mejorar-la-ux-de-mi-producto-digital.png	https://www.w3.org/WAI/WCAG21/Understanding/headings-and-labels.html	""
"landmark-unique-2"	"macOS + Electron (Cypress) + axe-core"	"Cada landmark debe ser única o tener un nombre único (aria-label/aria-labelledby)."	".header-display-desktop > .header-title-nav-wrapper > .header-nav > .header-nav-wrapper > .header-nav-list"	https://www.hiexperience.es/blog/cmo-saber-si-necesito-mejorar-la-ux-de-mi-producto-digital	"<nav class=""""header-nav-list"""">"	"Nombrar de forma única las regiones repetidas (aria-label/aria-labelledby)."	"WCAG 2.1 / 2.2 AA (automatizado con axe-core)"	"Media"	"1.3.1 Información y relaciones"	http://localhost:8080/auditorias/23-10-2025-www.hiexperience.es/screenshots/accesibilidad-sitemap.cy.js/a11y-13-_blog_cmo-saber-si-necesito-mejorar-la-ux-de-mi-producto-digital.png	https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html	""
"heading-order-1"	"macOS + Electron (Cypress) + axe-core"	"Mantén una jerarquía correcta de encabezados (h1, h2, h3...) sin saltos ilógicos."	"h3:nth-child(2)"	https://www.hiexperience.es/blog/10-errores-comunes-en-ux-y-cmo-evitarlos	"<h3 style=""""white-space:pre-wrap;""""><strong>1. Ignorar el poder de la investigación de usuarios</strong></h3>"	"Mantener una jerarquía de encabezados lógica (h1→h2→h3…) sin saltos incoherentes."	"WCAG 2.1 / 2.2 AA (automatizado con axe-core)"	"Media"	"2.4.6 Encabezados y etiquetas"	http://localhost:8080/auditorias/23-10-2025-www.hiexperience.es/screenshots/accesibilidad-sitemap.cy.js/a11y-14-_blog_10-errores-comunes-en-ux-y-cmo-evitarlos.png	https://www.w3.org/WAI/WCAG21/Understanding/headings-and-labels.html	""
"landmark-unique-2"	"macOS + Electron (Cypress) + axe-core"	"Cada landmark debe ser única o tener un nombre único (aria-label/aria-labelledby)."	".header-display-desktop > .header-title-nav-wrapper > .header-nav > .header-nav-wrapper > .header-nav-list"	https://www.hiexperience.es/blog/10-errores-comunes-en-ux-y-cmo-evitarlos	"<nav class=""""header-nav-list"""">"	"Nombrar de forma única las regiones repetidas (aria-label/aria-labelledby)."	"WCAG 2.1 / 2.2 AA (automatizado con axe-core)"	"Media"	"1.3.1 Información y relaciones"	http://localhost:8080/auditorias/23-10-2025-www.hiexperience.es/screenshots/accesibilidad-sitemap.cy.js/a11y-14-_blog_10-errores-comunes-en-ux-y-cmo-evitarlos.png	https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html	""
"landmark-unique-1"	"macOS + Electron (Cypress) + axe-core"	"Cada landmark debe ser única o tener un nombre único (aria-label/aria-labelledby)."	".header-display-desktop > .header-title-nav-wrapper > .header-nav > .header-nav-wrapper > .header-nav-list"	https://www.hiexperience.es/blog/la-psicologa-para-el-exito-en-ux	"<nav class=""""header-nav-list"""">"	"Nombrar de forma única las regiones repetidas (aria-label/aria-labelledby)."	"WCAG 2.1 / 2.2 AA (automatizado con axe-core)"	"Media"	"1.3.1 Información y relaciones"	http://localhost:8080/auditorias/23-10-2025-www.hiexperience.es/screenshots/accesibilidad-sitemap.cy.js/a11y-15-_blog_la-psicologa-para-el-exito-en-ux.png	https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html	""
"landmark-unique-1"	"macOS + Electron (Cypress) + axe-core"	"Cada landmark debe ser única o tener un nombre único (aria-label/aria-labelledby)."	".header-display-desktop > .header-title-nav-wrapper > .header-nav > .header-nav-wrapper > .header-nav-list"	https://www.hiexperience.es/blog/maximiza-tus-conversiones-el-poder-de-una-ux-optimizada	"<nav class=""""header-nav-list"""">"	"Nombrar de forma única las regiones repetidas (aria-label/aria-labelledby)."	"WCAG 2.1 / 2.2 AA (automatizado con axe-core)"	"Media"	"1.3.1 Información y relaciones"	http://localhost:8080/auditorias/23-10-2025-www.hiexperience.es/screenshots/accesibilidad-sitemap.cy.js/a11y-16-_blog_maximiza-tus-conversiones-el-poder-de-una-ux-optimizada.png	https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html	""
"color-contrast-1"	"macOS + Electron (Cypress) + axe-core"	"El contraste entre el texto y el fondo es insuficiente. Aumenta el contraste para cumplir 1.4.3."	".sqsrte-small > strong"	https://www.hiexperience.es/blog/los-3-por-qu-cmo-tener-impacto-estratgico-mediante-diseo	"<strong>Por ejemplo:</strong>"	"Aumentar el contraste de texto hasta ≥4.5:1 (o ≥3:1 si el texto es grande)."	"WCAG 2.1 / 2.2 AA (automatizado con axe-core)"	"Alta"	"WCAG 2.0 Nivel AA"	http://localhost:8080/auditorias/23-10-2025-www.hiexperience.es/screenshots/accesibilidad-sitemap.cy.js/a11y-17-_blog_los-3-por-qu-cmo-tener-impacto-estratgico-mediante-diseo.png	https://www.w3.org/TR/WCAG20/	""
"landmark-unique-2"	"macOS + Electron (Cypress) + axe-core"	"Cada landmark debe ser única o tener un nombre único (aria-label/aria-labelledby)."	".header-display-desktop > .header-title-nav-wrapper > .header-nav > .header-nav-wrapper > .header-nav-list"	https://www.hiexperience.es/blog/los-3-por-qu-cmo-tener-impacto-estratgico-mediante-diseo	"<nav class=""""header-nav-list"""">"	"Nombrar de forma única las regiones repetidas (aria-label/aria-labelledby)."	"WCAG 2.1 / 2.2 AA (automatizado con axe-core)"	"Media"	"1.3.1 Información y relaciones"	http://localhost:8080/auditorias/23-10-2025-www.hiexperience.es/screenshots/accesibilidad-sitemap.cy.js/a11y-17-_blog_los-3-por-qu-cmo-tener-impacto-estratgico-mediante-diseo.png	https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html	""
"color-contrast-1"	"macOS + Electron (Cypress) + axe-core"	"El contraste entre el texto y el fondo es insuficiente. Aumenta el contraste para cumplir 1.4.3."	"#block-yui_3_17_2_1_1707391183083_7024 > .sqs-block-content > .sqs-html-content[data-sqsp-text-block-content=""""""""] > .sqsrte-small"	https://www.hiexperience.es/blog/design-ops-optimizando-la-funcin-de-diseo-en-equipos-de-producto-digital	"<p class=""""sqsrte-small"""" style=""""white-space:pre-wrap;"""">Escribe: <a href=""""https://www.linkedin.com/in/alvaro-hiexperience/"""" target=""""_blank"""">Álvaro del Pozo, COO en Hi Experience</a></p>"	"Aumentar el contraste de texto hasta ≥4.5:1 (o ≥3:1 si el texto es grande)."	"WCAG 2.1 / 2.2 AA (automatizado con axe-core)"	"Alta"	"WCAG 2.0 Nivel AA"	http://localhost:8080/auditorias/23-10-2025-www.hiexperience.es/screenshots/accesibilidad-sitemap.cy.js/a11y-18-_blog_design-ops-optimizando-la-funcin-de-diseo-en-equipos-de-producto-digital.png	https://www.w3.org/TR/WCAG20/	""
"landmark-unique-2"	"macOS + Electron (Cypress) + axe-core"	"Cada landmark debe ser única o tener un nombre único (aria-label/aria-labelledby)."	".header-display-desktop > .header-title-nav-wrapper > .header-nav > .header-nav-wrapper > .header-nav-list"	https://www.hiexperience.es/blog/design-ops-optimizando-la-funcin-de-diseo-en-equipos-de-producto-digital	"<nav class=""""header-nav-list"""">"	"Nombrar de forma única las regiones repetidas (aria-label/aria-labelledby)."	"WCAG 2.1 / 2.2 AA (automatizado con axe-core)"	"Media"	"1.3.1 Información y relaciones"	http://localhost:8080/auditorias/23-10-2025-www.hiexperience.es/screenshots/accesibilidad-sitemap.cy.js/a11y-18-_blog_design-ops-optimizando-la-funcin-de-diseo-en-equipos-de-producto-digital.png	https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html	""
